content,sentiment
"Di update, malah apli sering ngelag.. pesanan driver juga jadi lama dan map ga akurat.. driver sering reject panggilan .. udah gitu harganya jadi makin mahal dibanding apli transportasi lain padahal jarak tempuh dekat ..",0
Mantaps,1
ongkir gofood mahal banget😭😭😭😭😭😭,1
"Gojek versi terbaru bagian gofood jd aneh. Dulu bisa kata kuncinya dari makanan. Sekarang hanya bisa pilihan resto. Kan jd sulit nemuin nya. Misal kita search lumpia. Dulu bs ketemu by food aj. Skr search lumpia yg nongol cm resto lumpia, resto lain yg jg jual lumpia tp cm side dish ga nongol. Search by foodnya ud ga ada. Balikin aja kaya dlu. Lbh gampang klo mw cari makanan, skr terbatas bgt. Hrs hapal nama restonya dlu. Aneh",1
"Kenapa sekarang SERING tidak menanggapi/force close?? Di device/hp baru loh ini, kan kemungkinan bukan faktor devicenya to.. Titik alamat yg disimpan juga nggeser sendiri. Udah diedit alamat pun, selesai disimpan tetep balik nggeser lagi.. padahal apk nya dulu nggak gini deh. Segera perbaiki ya 🫰🏻",1
Sangat membantu,1
"mahal banget, diskon dikit",1
Makin ke sini bukan makin bagus malah makin jelek,0
"Mending pindah grab aja dah, promo foodny banyak. Ini akun gojek saya gada promo foodny sama sekali jdi percuma langganan gofood+. (n) memberi dislike",0
"Gak bisa melakukan pembayaran, tertulis ""gak dapat sinyal internet""",0
"Servernya payah, apply paylater ditolak terus. Selain itu tdk ada layanan care.",1
Teknologi Buatan Indonesia,1
Terbaik,1
Mantab... Pesan makan gk usah keluar rumah..,1
Klo bisa kasi bintang minus buat aplikasi ini sy kasi minus. Driver bnyak nganggur tp sy tdk dpt2 driver,0
Suka banget pake gojek yg gofood soalnya menolong bgt kalo lagi laper,1
No comment,0
Aplikasi ga da Otak... Dunguuu...,0
updatenya jelek,0
layanan nya bagus,1
Tidak akan pernah pesan gocar lagi. Karena driver tidak sopan dan tidak ramah. Apapun kondisi penumpangnya seharusnya bisa profesional.,0
"Tetap yg terbaik, angkut barang pakai GOBOX lebih mudah , driver nya berpengalaman",1
Bagus memudahkan,1
Mantap,1
Sangat membantu dan ber manfaat bagi pengguna nya,1
"Sangat membantu diamana pun anda membutuhkan, the best buat aplikasi ini",1
Harga jgn mahal mahal min.,1
Mantabs pokoknya,1
Docoba dulu,1
"Saya kecewa dengan gojek, saldo saya tiba tiba hilang dari tanggal 14 September 2023 dan sudah dapat tanggal pengembalian 21 Oktober 2023 , kenapa saldo saya belum anda proses kan, itu saldo 3juta, tolong saldo saya jangan anda gelap kan, kembalikan saldo saya",0
Gabisa transfer bayar qr kalo gapake wifi,0
Sangat memmbantu,1
Promonya apaansih 1rb melulu mangkin ga jelas,0
"udah bayar tagihan gopinjam, saldo rekening sudah terpotong tapi tagihan di bulan November masih belum terbayar. 2 kali saya bayar terpotong 2 kali di bulan November ini, trus uang saya transaksi yang pertama diambil siapa min?? kemana sy harus konfirmasi dan bertanya?????",1
Drivernya handal dan cakap dlm bekerja,1
"Agak kecewa udh beberapa hari ini gabisa pakai gopaylater nya, padahal ga pernah telat bayar tagihan",1
tidak ramah,1
Puas bikin semuq pasti qda jalan,1
Top,1
ok,1
cepat dan lancar,1
Kenapa gopaylater saya tidak bisa di gunakan,0
Ok,1
Buruk,0
Oke,1
"Saya belum sepenuhnya menggunakan aplikasi ini, tapi semoga saja nggk ada masalah.",1
Nice,1
Kasih tiga dulu,1
Josss bangett,1
aplikasi gojek ini sangat membantu aku,1
Makin lama makin gk ngotak,0
Gopaylater sejak ganti ke MAB dr kmrn mau dipake tulisannya gangguan Mulu. Udah DCnya kalo nagih ga ngotak. Pdhl bulan sblmnya lancar2 aja.,0
Good apk,1
Mamtap,1
Keren lah,1
Akhir akhir ini Banyak promo yang tidak sesuai,1
"Makin GK jls gojek,dari semalam sore transfer rekening masa sampai skrg tidak masuk",0
email gojek berisi spam gk menyelesaikan masalah,0
So far bagus kok.. banyakin promo dong 😁😁,1
"Saya user Gojek dah lama tapi sekarang malah licik permainannya, jarak yang deket dijauhin seperti memutar lebih jauh",1
"Seneng bgt pake apk ini lebih mudah gk pake ribet, mudah2 an tetep seperti ini ya",1
👍,1
Mantap,1
aw]]9****ZZZZZ,0
"Jujur baru kali ini saya kecewa dengan gojek, padahal saya pengguna lama dan setia riwayat sy juga bagus bahkan level sy sdh Sultan, entah kenapa sdh 2bln ini gopaylater sy tdk bs digunakan semenjak beralih ke MAB, sdh beberapa kali sy tanyakan dan jawabanya ""tdk ada kendala, namun masih blm bs digunakan"" Menunggu pemberitahuan.. Padahal dulu semua fasilitas sy dapatkan karena record sy bagus dr paylater sampe go pinjam, namun sekarang semuanya tdk bs digunakandigunakan,kecewa bgt",0
Gopay is the best,1
"MAKIN LAMA MAKIN GAJELAS,TELAT SEHARI GOPAYLATER DENDA 50K TRS SETELAH DILUNASI GABISA DI PAKE LAGI.GA RECOMMENDED PAKE GOPAYLATER WKWK.",0
Kenapa ya gopaylater saya ngak bisa di gunakan padahal baru di bayar tidak pernah telat.. Bacaannya opp ada sedikit gangguan. Mohon bantuannya,1
Bagus,1
Ok,1
baik bngt,1
saran buat gojek perbaharui aplikasi driver dengan memastikan bensin minimal 3 batang,0
Top lah,1
Saya sangat puas dengan apk gojek,1
"App local product yang mantap bangett, cuma kadang ada beberapa titik yang nggak ke deteksi",1
TOP Bngt,1
"Saya tidak pernah terlambat bayar gopay latter tapi sdh 2 bln ini apk tidak bisa dipakai ,untuk gopay pinjam saya baru sekali terlambat karena ada kesulitan baru 2 hari langsung wa ke kontak darurat dan mengancam ,aplikasi legal tapi rasa ilegal dan sudah mencemarkan nama baik saya sebelumnya saya sangat terbantu tapi kok begini ya perlakuan terhadap pelanggan lama gojek 😞 saya komplain ke cs yg jawab robot",0
"tumben , sudah bayar cicilan paylater . saldo udah kembali tapi tidak bisa dipakai . sistem gangguan trus udah beberapa hari . heran kenapa gojek paylater sekarang jelek sekali . mana denda telat sehari udah 50ribu. tolong di perbaiki lagi biar pengguna gojek nyaman",1
Sangat membantu sekali,1
Makin sering dipake makin ilang tuh diskon.. hemmmm,0
Mantap,1
Terimakasih sudah menjadi yg terbaik,1
Posisi navigasi tidak berjalan padahal gojek drivernya sudah sampai di titik penjemputan,0
"Bagus, cepat",1
Penipuan,0
ok,1
semoga bisa gopay pinjaman,1
"Tolong bilang keseluruh team penagihan nya, gak usah lah hubungi orang lain yang bukan pinjam layanan gopay pinjam nya, kasihan mereka kalian bentak2, mereka gak tau apa bro, nunggak sekali bilangnya udah 2x, besok atau lusa pasti saya bayar, selama aplikasi ini masih terinstal di HP saya berarti tidak ada niatan untuk menipu perusahaan anda, saya pastikan saya akan bayar, dan siap2 kehilangan nasabah setia kalian, karna saya sangat kecewa sekali ibu saya kalian bentak2 lewat telpon",0
Bagus,1
Ahahaha gblk,0
"GOPAY LATTER MEMCEKIK. BUNGA BESAR BANGET! TELAT SEHARI 50RB, LEBIH 7 HARI + 30RB TOTAL 80RB 8 HARI TELAT. JIKA SUDAH KENA DENDA TUNDA SAJA PEMBAYARAN AMPE 30 HARI KEDEPAN. KARNA DENDA TETAP 80RB. DAN JADI DGN KEJADIAN INI MENGAJARKAN UNTUK GALBAY !!!",0
Top gojeg,1
sagat baik,1
Terbantu sekali dengan adanya goshop. Tapi sekarang tidak bisa memesan dimana saja. Dulu ketika ada keperluan di rumah pas tugas ke luar kota saya bisa pesan ke toko apapun di sekitar rumah. Tapi sekarang susah. Tolong gojek kembalikan lagi fungsi itu agar saya dapat memenuhi kebutuhan di rumah kapan saja dan dimana saja.,1
Udah nunggu lama lama malah di cancel Ama drivernya,0
"Aplikasi konyol mau hapus akun aja ribet,ngak ada tunggakan paylatter kok disuruh bayar sontoloyo dan akun diblokir konyol",0
Sangat mudah dan nyaman,1
merasa di bikik susah mau pesen food..ride.. buka mata lebar lebar biar jelas dan tau apa kemauan ctm,0
Mantap banget bNyak promony,1
"Aneh jarak jemput driver nya jauh banget dah gitu makin di cek makin naek harganya, untuk food nya tolong dong biaya lainnya 1.000 aja kayak dulu biar pake voucher nya berasa potongannya",0
Perusahaan rampok,0
"sebenernya males gua ngasi bintang gua udah tf 2x baru tadi sekali yang 1x lagi tgl 16 oktober gua udah minta laporan sampe sekarang saldo gua gabalik cok dasar sampah lu gojek balikin kalau bisa apknya, jangan mau ya pake apk ini ngasi tau aja nyesel mending apk lain ini bukan ngejelek""in tapi ini fakta gua banget masa iya gua saldonya gasampe sama penerima pliis jangan download ni apk makssi",0
good,1
Dukung produk lokal anak anak bangsa,1
Ribet banget pembayaran paylater nya,1
akun lama tapi gak dkasih layanan paylater,1
Gopayletter di kasih limit tapi dipakai ga bisa...aplikasi jelek,0
"Tolong di perbaiki lagi,bagaimana customer bisa mengetahui posisi driver,tolong maps nya",0
good,1
Promo semakin ga ada,1
Ini knp kl driver nelpon gaada notif untuk angkat tlf nya? Hanya ada suara aja? Gmn bs saya angkat?,1
Mantap gojek👍👍👍,1
"Sudah percaya naik KRL pake gojek , eh waktu itu dadakan gabisa dibuka go transit nya,, ketinggalan kereta , terakhir udah pake ini aplikasi",0
Mau kirim uang sampa paylater knpa ngga bsa ini !! Update.a ko jdi buruk,0
terlalu mahal,0
Kerja Bagus,1
Selama makai gojek belom pernah ada masalah.,1
Ga bisa bayar gopay cokkk,0
"Saldo gopay saya dipotong secara langsung pada pengisian top up untuk transaksi sebelumnya, padahal transaksi tersebut sudah dibayar dengan link aja.",0
Bagus,1
Brilliant app,1
Semoga lancar dan aman,1
Terlalu banyak iklan sangat2 mengganggu !!!!!!!!,0
"Gojek semakin lama semakin mahal,udh ngerih x ongkos ny driver dan motor NY banyak yg tidak sesuai dan jadul jadul.in driver cantik cantik motor NY dan murah lagi",0
Toop.,1
Mantcaappp,1
Gojek nego ora mikir driver nya.. segala nego harga..bukan mensejatrakan driver malah bikin sengsara..potongan 20 % argo 15 ribu ke terima driver 10400. Tolol gede banget..kata nya anak bangsa tapi merusak anak bangsa..,0
Gojek saya error,1
Bagus banget. Tapi up per item gofoodnya mahal banget.,1
Makasih untuk tetap memberikan diskon :) saya lebih memilih gojek di banding warna hijau yang satunya,1
"Gopaylater nya buruk banget sekarang makin jelek .. udah bayar tagihan full trs tapi limit ga bs di pake buat pulsa, token ,gofood , di tokped.. lah terus tuh limit mau di apain ???? Ga jelas",0
Punten gojek yang baik hati tolong ya kalau untuk penarikan jangan lewat bca soalnya bca ku lgi eror mana ada saldo juga di gopay ku 😭🌀,0
Senang pakai gojek,1
"Kenapa ya aplikasi ini suka ngebug tiba2 pas bgt lg denting2nya order makanan atau kendaraan, order makanan kenapa ya susah bgt di cancel padahal restonya lama bgt buat makanannya",0
Ok..mantap,1
Ok,1
Gojek tidak pernah mengecewakan,1
Aman tepat waktu.. harga terjangkau ..,1
"Aplikasi diupdate malah bapuk.... Susah bnr dibuka,,,",0
Yuk promo nya,1
Kecewa banget ma apk ini padahal aku udah ganti no hp baru tapi kok GK bisa masuk akun yg lama trus aku di arahkan ke pembuatan akun baru akh,0
"gw punya akun lama, pas gw logout trus login lagi, gak bisa masuk malah ada tulisan akun udah terdaftar, akhirnya bikin akun baru malah dibekukan kocak",0
"Terbaik, , , dan terimasih atas fasilitas gopay later nya",1
ok,1
oke oke jaya jaha,1
Mantap,1
Mantap,1
Alhamdulillah,1
Mantap,1
"Mudah cara pakainya, aman dan banyak promo",1
Ok,1
kenapa gopay pinjam ku selalu di tolak...padahal data2 sudah lengkap sudah mengajukan beberapa X di tolak tetus,1
"Heyyyyy gimana saya mau bayar tagihan gopay pinjam, besok kena denda ini saya!!!!!!! Tolong responnnnnnnnnnn, di bikin ribet mulu, gimana kali kerjanya, menu pembayaran susah di cari, untung ketemu, itu perbaharui data saya, saya udh ambil gopay pinjam tp giliran bayar bingung menunya, sedangkan klik gopay pinjam langsung ga bisa, akun masih proses verifikasi mulu",0
respon cs lama banget dan cuma bisa kasih jawaban yg sama tanpa penyelesaian pada saat proses pembatalan pesanan di karenakan resto tutup. saya gabisa batalin pesanan sendiri dan 3 driver udah jadi korban buat jauh2 datang ke resto yg udah tutup. saya sebagai kustomer merasa di rugikan dari segi efisiensi waktu,0
Bagus,1
Ok.,1
"Drivernya ramah, mau putar balik",1
"The best deh, pokoknya...",1
mantap,1
"Awalnya suka banget pakai gojek, karena benar2 membantu banget apa lagi banyak promo juga. Tapi makin kesini makin gak banget, saya jadi sering telat gara2 sikap driver yang kurang bertanggung jawab. Sering kejadian driver sudah ambil orderan dari kita tapi lokasi driver dilihat di maps malah makin jauh dari lokasi jemput. Padahal mereka konfirmasi di chat untuk disuruh menunggu. Saya sudah menunggu lebih dari 10 menit tapi saat dihubungi driver tidak ada jawaban. Ntah knp driver byk yg gitu",0
Ok......,1
"Ni aplikasi kenapa si biasanya gapapa tapi ini gua mau ke central park malah di cencel 3x padahal driver udah bilang ok di tunggu masa iya udh bilang kek gitu tiba"" dia cencel bad bgt",0
Updatetan terbaru yang saya suka sih🥰,1
"Aneh ngasih limit pinjaman gopay pinjam tapi pas mau minjem ditolak. Belum pernah dipake juga, ngapain ngasih limit!! Buat pajangan doang!",1
gopay pinjam sya tolong dong diaktifkan,1
"Saran aja Buat temen2.. Jgn Beli Paket Goplus Jangka Panjang.. Krn kalau udah beli,, Gojek Pelit Kasih Voucher.. Jd konsep bisnisnya Picik gmn gitu.. 🥲.. Jd Beli yg Jangka Pendek saja.. Dapat voucher Baru beli.. Gitu",1
"Stay GRAB , kalo hujan Ongkir Food Mehong..",0
Bgs sih,1
Sopan,1
"Aplikasi nya buruk sekali, driver nya sudah berani korupsi uang saya",0
Bagus,1
Mqntab 👍👍👍👍👍,1
Trus maju dah..👍,1
Gojek anjiiing....... udah mahalll. Kadang eror metode pembayaran. Harus cash pdahal saldo masih banyak. Anjinggg anjingg,0
"Saya transaksi menunggu,seharian ga terkirim,gopay payah,respon jelek.",0
"sedih bgt pdhl pas mau order pesen 1 uda di cek lagi jga cuma 37 tbtb pas pak nya datang jdi 83🥲 kenapa sih eror nya malah nambah orderan untung duitny ada kalau gaada kan bingung , semoga bisa diperbaiki lgi",1
Mengapa transfer dari gopay ke bank hsbc atau bank ekonomi gagal trus?,0
Terima kasih sudah menemani hari-hariku bekerja selama 13 tahun.,1
"sejauh ini puas sm layanan gojek,semoga makin di tingkatkan lg😊",1
Gojek mobil serasa punya mobil pribadi trimakasih gojek tranfortasi nya semoga sukses dan makin di depan,1
Gw kasih bintang satu karena Go-Jek tolol dan babi suka banyak iklan tolol Go-Jek kaya babi,0
"Gopaylater tiba2 gak bisa di pake, padahal gk pernah telat bayar. Kecewa!!",0
"Makin lama n kesini pelayanan gojek dlm menangani masalah dgn alasan yg tdk msk akal n aneh. Sy sdh kecewa, smp detik aja akun gopaylater sy aja msh dinonaktifkan, jd buat apa sy gunakan aplikasi ini lg, n sy sdh ngga minat bahas ini lg.",0
Bagus,1
Mantyllll,1
Mantap,1
Mantap,1
aplikasi terbaik,1
Bagus,1
Favorit dan langganan.,1
Setelah di bayar gopaylater ga bisa di pake lagi gimna si,1
Parah sekarang gofood diskonnya ongkir doang. Ga kayak dlu banyak diskon gofood. Kalau saldo gopayku udah habis ku uninstall. Beralih ke aplikasi lain aja,0
padahal sudah di update. masih tidak bisa di pake go paylater nya,0
"IT Kojek Tolol tolol semua apa ya..? Masa nganter Gosend dapat nya Driver yg jaraknya 3 Km sedangkan disini ada Driver yg lagi nongkrong di anggurin... Kasian Driver nya, Tolong itu IT Tolol nya di Pecatin semua aja",0
Bagus sih..tapi mengapa limi paylater GX bisa di gunakan..untuk bayar listrik dan beli token listrik serta pembelian pulsa dan kuota tidak bisa pakai payletter lagi...pada sudah di update...,1
Mantap,1
Sampah,1
Oke,1
Sangat membantu,1
Ok,1
Cepat drivr ramah n murah😃,1
Ok good,1
"Gocar sangat mengecewakan, 3 kali order semuanya problem. Mulai dari mobil nya bermasalah, sampai driver yg menolak. Padahal urgent. Sangat mengecewakan. Tolong untuk memperbaiki SDM driver nya!!!!!!!!!",0
Membantu,1
Responnya cepat dan driver yang mengantar ramah ini,1
Sering2 ngasih promo,1
Bagus,1
Aplikasinya GK bisa di pake,0
"bergunaaa bangettt, sukaa 🫶",1
Bagus smuanya bagus,1
Kenyang...,1
Mantap..rekomen👍🫰,1
"Puas banget karna membantu aku yg rumahnya pelosok dan susah dapet ojek, skrang bisa pesen dan lngsung di jemput. Kalo bisa jangan ada firur nego karna kasian drivernya",1
ok juga,1
Sangat membantu saat mau bepergian pi lg gk ada kendaraan,1
"Kok klau order susah dpat driver nya,,,apa lagi layanan gofood nya... Gojek ini lama""kok tidak jelas ya",0
"sangat membantu, terima kasih",1
Gopaylater tidak dapat di gunakan karena PT MAB buruk pelayanan nya,0
Sangat bagus,1
"Ngasi driver jangan jauh2 tolol,,,kasian driver nya padahal driver terdekat banyak,dasar IT gojek abal abal.",0
Sangat memudahkan jika tidak sempat masak,1
lebih mudah mau kemana2 dan saat pengen jajan.,1
Keren!,1
Limit Gopay Latter Ada Namun Kenapa Tidak Bisa Di Gunakan...?,0
UDAH DIMASUKI PIN BENAR DIBILANG SALAH. DISURUH COBA LAGI SAMPAI NUNGGU SEJAM LEBIH MASIH BELUM BISA.UDH DI AJUKAN LAPORAN DIBILANG GA ADA MASALAH. JELEK BANGET PELAYANANNYA GOJEK. GARA GARA LU GA SEMPAT BELI TIKET SAMPAI CLOSE. GW KASIN BINTANG 1 !!!!!!!,0
Gopay gunanya apa,0
Kenapa pengaduan terkait layanan sangat lama di tanggapi nya. Apalagi persoalan paylater saya. Tiba2 gak bisa di pake. Gojek paraaah,0
APA Apaan ini gojek!!!!!! udah kayak maling aja Saia....mau beli kuota ga bisa mau TF ke rekening sndri pke upgrade...diupgrade gagal!!! maen bikin aturan tp NAHAN uang ORG!!!!!,0
"Sekarang ok, banyak promo kayak hijau sebelah",1
Seneng ketemu driver baik2 bgt,1
Terimakasih 🙏🙏🙏,1
Bagus sekali aplikasi ini. Sangat membantu dalam transportasi saya,1
Kakean Ita itu bgst,0
"Aplikasi gojek membantu saya ketika sangat butuh, saya tidak kelaparan ketika tidak ada kendaraan, langsung pesan lewat go food. Tidak tunggu lama, diantar sampai depan rumah.",1
👍👍👍,1
kasih opsi spy bisa chat duluan ke resto dan opsi upload foto makanan di ulasan,0
Ok,1
Kenapa tambah biaya jasa aplikasi segala👎🏾,0
Good experience with gojek,1
Customer pada belagu..pake tarif hemat aja sok2an. Tarif 9600 yg naik 6 orang. Penumpang bego apa tolol kayak gitu. Pesen minta cepat2 tp pake gocar hemat yg jemputnya 4-5 km. Siapa yg mau ambil ordrean kayak gitu lol tolol,0
Ok,1
Aplikasinya di perbaharui untuk pemesanan menu nya,0
Ongkirnya mahal,1
"Sudah bayar gopaylater, ada limit tidak bisa digunakan. Kalau begini retail tidak akan percaya lagi kepada Gojek maupun Tokopedia (GoTo). Gojek tidak selektif memilih mitra MAB untuk menu Gopaylater, sudah hubungi via Gmail kepada pihak MAB. Jawabannya mengambang, tidak memberikan solusi. Lebih baik kemarin tagihan saya, saya gagal bayarkan saja.",0
Mantap karya anak Indonesia,1
"Saya datang mau ambil jaminan suami saya kok dipersulit begini, datang dr pagi kt security kantor gojek kemang karyawannya lgi siap2 pdhl ud jam 9, disuruh nunggu, waktu dipanggil bagian ambil atribut disuruh nunggu lg sampai jam 10, jam 10 dibilang sekuriti datang lg bsk krn karyawan bagian ambil jaminan lg ke kantor petojo, apakh karyawan ambil jaminan cuma 1 org utk kantor gojek yg besar, dan saya mau nunggu ampe siang disuruh bsk ama skuriti, apakah karyawan tsb ngak balik lg,",0
Good,1
Memudahkan dalam bepergia,1
Okey,1
"Kenapa setiap transaksi dengan gopay later tidak bisa dan gangguan, tolong bantuan nya",0
♡♡♡,1
Good job,1
gopaypinjam sudah lunas tp knp ga bisa tarik tunai lagi ya suruh tunggu 1x24 jam pdhl udh lebih dr 2 hari masih ga bisa di pake,1
Mantap,1
Lebih murah,1
Keren,1
"Makin mantap kelengkapan nya ; Transfortasi , makanan , pembayaran all , transf , pinjaman , Semuanya gampang dalam satu aplikasi . Alhamdulillah saya sudah dalam katagori "" JURAGAN """,1
"Aplikasi mudah digunakan, ui nya mudah dipahami",1
sangat baik dan nyaman,1
"Titik jemputnya koq sekarang ga ada yg pas, bikin ribut sama rider nya. Pas Klik manual ga terdata",1
Ok,1
KECEWA SAMA GOJEK SAYA ISI SALDO SUDAH 4 HARI BELUM MASUK JUGA,0
Josss,1
Saya turunkan bintangnya..semakin kesini semakin kurang memuaskan..punya gopaylater tapi ga bisa digunakan alasannya tidak bisa digunakan oleh akun padahal sebelumnya lancar2 saja..baru mulai awal bulan ini tidak bisa digunakan..gopaypinjam juga begitu.. awal bisa pinjam habis gitu ga bisa pinjam lagi dengan alasan pengajuan sebelumnya ditolak padahal pengajuan sebelumnya ACC.,0
Top,1
Sulit pemesan didaerah tmpt saya..,0
Barang kiriman cpt sampainya mksh,0
Mantappp,1
Very good,1
cepat dan amanah,1
good,1
so far Gojek so good,1
"Semenjak ganti PT debt contollector annoying dan disturbing, spam call, spam message, mengganggu ketenangan orang padahal dulu tidak seburuk ini, sekarang worst terrors",0
Payah amat sejak pindah ke MAB gopaylater gw malah gabisa dipake sama sekali kesell bgt percuma gopaylater ada tapi gabisa dipake.. kecewa parah SM gojek skrg. Dari dulu ga pernah ada masalah skrg malah begini..,0
Gojek the best,1
Mohon dihapus iklan gojek,1
Lebih tepercaya.. 👍,1
Sangat terbantu dengan adanya app gojek..,1
Perjalanan mudah dan gak ribet,1
"pake gojek udh dari jaman nya, skrng make udh smpe thn 2023 mau ketemu 2024 mantul, jaya trs",1
Aplikasinya sangat membantu,1
Aplikasi paling busuk,0
Semoga bermanfaat,1
kadang titik jemputnya tidak sesuai maps,0
"Ini yang aku tunggi gojek semakin keren,akhirnya goride bisa antas wilayah lebih dari 25km . 👍👍👍🙏🙏 Terimakasih gojek kamu tau yang aku mau ☺️",1
Good,1
sangat membantu untuk saya pribadi yg g bisa bw motor sendiri,0
Makin lama mencari driver padahal driver banyak,0
Cuma dipake kalo ga punya cash aja.... Cek voucher sering gagal karena alesan server padat... Pelit,1
"Setiap order goshop selalu tidak mendapatkannya,,, gosend goride cepat sekali dapatnya Layanan goshop tidak bagus di sini",0
"Saran, ada pilihan peta antara yg default dengan yg satelit. Soalnya kalau satelit saya bisa menaruh titik jemput atau drop lebih akurat. Terima kasih",1
"Driver kl gak siap ambil pesanan, jangan sekali kali aktif kan ""autobid"". Pengalaman unik saya jd gagal check in di bandara.",0
Sangat terbantu bagiku sebagai ibu rumah tangga,1
Sangat membantu & TOP BGT,1
"dear gojek, kalo bisa isi gopay pakai pulsa biar enak",1
Bonus buat driver di adakan lagi kt driver,1
Driver sulit titik nya,1
"Mau jalan ato makan,bayar pembelian online gampang dengan aplikasi gojek yg serba simplel",1
"Update baru malah gk bisa liat drivernya pas pesen gofood,drivernya jalanin 2 aplikasih ojek online dan anter pesenan orng laen kan kitanya jadi gk tau,maunya kaya dulu dong bisa liat posisi driver dmna pas baru dpt drivernya,biar bsa di pantau",0
Ok,1
mantull,1
Gak bisa memantau posisi driver nya pas pesan go food,0
Mantap,1
"internet tidak tersambung, jelas jelas sinyal 100mbps, apk aneh eror mulu",0
Ini gimana ya padahal masuk pin benar malah keblokir man gak bisa buat transaksi lagi,0
Selalu membantu dan sukses selalu,1
Mantap,1
"Aplikasi aneh, kalau sering dipakai buat bayar² semua promo langsung pada hilang kaya melanggar peraturan padahal buat bayar normal sesuai keperluan, tadinya pakai gojek karena ada go transitnya tapi masih ada linkaja jadi sekarang mah sekarang beralih ke Grab buat ojol atau order food.",0
Biarkan bintang yg bersuara,1
"Nga tau kenapa akhir akhir ini tiap mau pesen go food selalu nge crash dan harus buka tutup app, tolong di perbaiki, dan sistem pembayaran dengan gopaylater juga bermasalah ketika mau memesan, * kalau sudah di fix akan di ubah review ini",0
Mantep,1
"mode hemat ga ada utk gofood . dasar penipu , gua uda cek berkala . lo pikir gue bodoh . pilih2 pelanggan , masi membela diri . ni gue uninstall , ini yg lbih pantes ,, sm rating 1 ,, seenaknya sndri mainin orang . sm gopaylatercicil waktu itu , tinggal 1 cicilan ,, malah laman pembayarannya diblokir . giliran uda denda sampe 100rb ,, baru dimunculin lg laman pembayarannya . gue bakal doain yg terburuk utk perbuatan lu . ga bakal gue ikhlasin di dunia-akhirat nnti",0
"Masih ada yg kurang sih,saat penjemputan g sesuai,kadang jauh dari titik penjemputan",1
Terbaikkk,1
Respon adminnya pas dikomplain lama pesanan kurang udah kirim foto struck sama riwayat pesananyya abis itu beberapa jam pas udah dimakan minta foto makanan ya udah habis lah,1
Good app,1
Aplikasi yang sangat membantu Terimakasih gojek,1
"Tolong aplikasi driver nya , diperketat lagi verifikasi mukanya dan verifikasi kendaraannya harus sama dgn yang tertera di aplikasi , untuk menjaga keamanan, soalnya saya pesan driver buat jemput anak , beda wajahnya. Saya takut , sebagian para joki tersebut membahayakan keselamatan dan bagi yang meminjamkan lebih baik Jangan dipinjamkan ,kalo sudah males lebih baik PM dan niatnya membantu bukan cara demikian membahayakan plangan, masih banyak aplikator lain yang masih terima lowongan driver",1
Banyak promo nya,1
Mantapp,1
Selama mengunakan gojek aman aman aja,1
Okdeh,1
